"region","hwsclass","country","year","hws","AN","ANlow","ANhigh","AF","AFlow","AFhigh"
"Western Europe","3","Germany","1994","0","9.06653370015267","6.87161018050771","11.035674645484","1.90382822993361","1.4423314115323","2.3175809814398"
"Western Europe","3","Germany","1997","0","3.74661571134856","2.93580046337178","4.50568291262201","0.800513399538101","0.631052084883864","0.958641512436724"
"Western Europe","3","Germany","2000","0","4.49093715135411","3.80850416262655","5.17121394282932","1.0100672419976","0.859326047027371","1.16064813371047"
"Western Europe","3","Germany","2003","0","7.84932125983195","6.85692678827349","8.85773461485652","1.74720817173025","1.5298272697588","1.96709346786067"
"Western Europe","3","Germany","2006","1","7.2302175917975","6.41858373564139","8.03961829006626","1.66725887119012","1.48448490289275","1.84993791467529"
"Western Europe","3","Germany","2009","1","5.04037186929394","4.3914906187135","5.68376347853074","1.14216735939833","0.999704845346785","1.28341681173565"
"Western Europe","3","Germany","2012","1","4.59104113235911","3.92563868271585","5.22157602757683","1.09399446887154","0.939441461685473","1.24317328355303"
"Western Europe","3","Germany","2015","1","7.36233932225989","6.15282277525152","8.49131396369344","1.68346053534909","1.41359793104932","1.93547560607158"
"Western Europe","3","Germany","2018","1","9.96924910808257","8.007255623414","11.7144425502504","2.17840957488302","1.7666642819418","2.54931491802894"
"Western Europe","3","Germany","period1","0","6.28835195567182","5.16530200514927","7.35750637855874","1.36540426079989","1.12591011674195","1.59306141692357"
"Western Europe","3","Germany","period2","1","6.8386438047586","5.840745165148","7.80094562799014","1.55305816193842","1.33372300350197","1.76416236587595"
"Southern Europe","3","Italy","1991","0","3.0789922773204","2.79449963213159","3.31651708148338","1.01630717811154","0.922402454947713","1.09470885687783"
"Southern Europe","3","Italy","1994","0","12.5905715430264","11.6410153163511","13.4026081615698","4.23268035480384","3.91345989902905","4.50566966517346"
"Southern Europe","3","Italy","1997","0","6.2787510295496","5.69842086334389","6.79878817054941","1.80862262064936","1.64332618602597","1.95785800875033"
"Southern Europe","3","Italy","2000","0","5.42414981204052","4.9142585270807","5.87047735185207","1.55071379170699","1.41447267724145","1.67253124136732"
"Southern Europe","3","Italy","2003","0","14.3393185309496","13.0517762503621","15.5008020005035","4.27350301311808","3.89784687406235","4.61721011185371"
"Southern Europe","3","Italy","2006","1","7.21718988426727","6.50460862169374","7.87539611090615","2.02242374905701","1.82912846814624","2.20165198206321"
"Southern Europe","3","Italy","2009","1","4.72650433782093","4.04274127848644","5.30136652338469","1.29131422260038","1.10781023840556","1.44564920295001"
"Southern Europe","3","Italy","2012","1","6.23462889208986","5.31787474861123","7.03481728182742","1.9124578486865","1.6340923051503","2.15270543717438"
"Southern Europe","3","Italy","2015","NaN","NaN",NA,NA,"NaN",NA,NA
"Southern Europe","3","Italy","2018","NaN","NaN",NA,NA,"NaN",NA,NA
"Southern Europe","3","Italy","period1","0","8.34235663857731","7.66894045068749","8.93726626295759","2.57636539167796","2.37272712741093","2.7564937516585"
"Southern Europe","3","Italy","period2","1","6.05944103805935","5.31590441074581","6.70552499849231","1.74206527344796","1.53641001677812","1.92551504047913"
"Western Europe","2","Netherlands","1991","NaN","NaN",NA,NA,"NaN",NA,NA
"Western Europe","2","Netherlands","1994","NaN","NaN",NA,NA,"NaN",NA,NA
"Western Europe","2","Netherlands","1997","0","5.82824909849707","4.91597138429035","6.6758401701878","1.6182050427688","1.36132322360297","1.85684579264199"
"Western Europe","2","Netherlands","2000","0","4.91192710642597","4.15597978208221","5.66219723925037","1.40121187677444","1.18281373096542","1.6181680293758"
"Western Europe","2","Netherlands","2003","0","5.13890987553771","4.3525078590787","5.94054598662318","1.53266351504961","1.29585645971715","1.77329834146765"
"Western Europe","2","Netherlands","2006","0","4.5635700550085","3.79797800987639","5.33419939506543","1.48524533020422","1.23463355412299","1.73747612262907"
"Western Europe","2","Netherlands","2009","1","1.61180467827081","1.23685112138998","1.96959164247304","0.541274787439456","0.414781436181017","0.662113150900036"
"Western Europe","2","Netherlands","2012","1","1.65285874339628","1.02843234215901","2.22245324845467","0.561324827714167","0.348302772884755","0.756710403007451"
"Western Europe","2","Netherlands","2015","1","1.64817560239598","0.76018273287186","2.42362296296868","0.542932254768116","0.245253315377639","0.801011445734572"
"Western Europe","2","Netherlands","2018","NaN","NaN",NA,NA,"NaN",NA,NA
"Western Europe","2","Netherlands","period1","0","5.11066403386731","4.36091352416907","5.89061614766303","1.50933144119927","1.28581456844078","1.74256157764417"
"Western Europe","2","Netherlands","period2","1","1.63761300802102","1.03024520025591","2.20322649646541","0.548510623307247","0.343988370063542","0.739360066006557"
"Eastern Europe","1","Poland","1991","NaN","NaN",NA,NA,"NaN",NA,NA
"Eastern Europe","1","Poland","1994","0","6.59070854465641","3.84476934530534","8.9943213376673","1.49490274808433","0.892208700818117","2.02364270304421"
"Eastern Europe","1","Poland","1997","0","0.409188475605289","0.21304362533165","0.590699771542249","0.288197368965385","0.160748688055255","0.407918793654385"
"Eastern Europe","1","Poland","2000","0","2.9952294686662","1.9910178248506","3.87538797375339","0.761538471733531","0.509672033514725","0.981830972797139"
"Eastern Europe","1","Poland","2003","1","3.52980927630469","2.46978684429451","4.4975299878755","0.879890565310767","0.620933040906833","1.11612111553016"
"Eastern Europe","1","Poland","2006","1","6.14166746215037","4.45463965018766","7.70739477953988","1.52562553476656","1.11425685213076","1.90885014038195"
"Eastern Europe","1","Poland","2009","1","4.3274819873807","3.09736516424588","5.43125103382638","1.0477862079077","0.752060561433646","1.31287432420183"
"Eastern Europe","1","Poland","2012","1","4.3032075017986","2.93080457775172","5.53175289479449","1.0591672750448","0.720665682018873","1.36221465671241"
"Eastern Europe","1","Poland","2015","1","6.74847092699202","4.19682898676292","9.05358910562646","1.63230923968952","1.01136768834532","2.19399018421489"
"Eastern Europe","1","Poland","2018","1","6.56582142818263","3.62877737988474","9.24259004442689","1.55143138083015","0.849695320257624","2.19356867248367"
"Eastern Europe","1","Poland","period1","0","3.33170882964263","2.00870659947102","4.49942281330774","0.848212862927749","0.518683533107388","1.1400471584961"
"Eastern Europe","1","Poland","period2","1","5.2694097638015","3.64238999029733","6.74946155424238","1.28270170059158","0.887792769114838","1.64162340976402"
"Southern Europe","3","Portugal","1991","0","19.322987814948","16.8251843479955","21.4129671724777","4.16383934866823","3.59154944931235","4.64353971659377"
"Southern Europe","3","Portugal","1994","0","9.50695760915182","8.32748485517994","10.5005897829359","2.16739429391003","1.88721583931292","2.40461407440219"
"Southern Europe","3","Portugal","1997","0","8.13206275380917","7.28656617686707","8.92959333596906","1.88995910240448","1.6838308254282","2.08441367724054"
"Southern Europe","3","Portugal","2000","1","8.00180355507188","7.29134678344882","8.63953894290696","1.92171147590935","1.74531535437191","2.0802653620601"
"Southern Europe","3","Portugal","2003","1","12.7613358087523","11.7528419166232","13.668674025969","2.93333664741516","2.69700698071438","3.14710845663336"
"Southern Europe","3","Portugal","2006","1","15.2284041813181","13.8910590544708","16.4217219266516","3.85614621515708","3.51536015137856","4.15932694118728"
"Southern Europe","3","Portugal","2009","1","10.7973938524296","9.84292786255172","11.6547443612518","2.61288491734008","2.38700435969908","2.81682211179904"
"Southern Europe","3","Portugal","2012","1","9.45338982292752","8.38946544036269","10.3685234637829","2.311109674416","2.06127483858851","2.52671577202235"
"Southern Europe","3","Portugal","2015","1","7.56887633383915","6.58006264174357","8.43679743040086","1.83672635169121","1.60631473138284","2.03706621811236"
"Southern Europe","3","Portugal","2018","NaN","NaN",NA,NA,"NaN",NA,NA
"Southern Europe","3","Portugal","period1","0","12.3206693926363","10.8244308120517","13.5989186165347","2.74039758166091","2.38881863702846","3.0411271579565"
"Southern Europe","3","Portugal","period2","1","10.6352005923897","9.71632190766097","11.4484142577366","2.57865254698815","2.35728130384673","2.77558465035641"
"Eastern Europe","2","Romania","1991","NaN","NaN",NA,NA,"NaN",NA,NA
"Eastern Europe","2","Romania","1994","NaN","NaN",NA,NA,"NaN",NA,NA
"Eastern Europe","2","Romania","1997","0","1.49116659543075","0.0585667469600796","2.74196850201084","0.416359601760197","0.0116639960414095","0.769447172647627"
"Eastern Europe","2","Romania","2000","0","3.23303351581348","1.92695572544263","4.42512266930615","0.946144576328845","0.552174875310485","1.30735352509781"
"Eastern Europe","2","Romania","2003","0","2.60569101063873","1.6715888337946","3.44721808738228","0.761394383133235","0.483776769849171","1.01118765328655"
"Eastern Europe","2","Romania","2006","1","4.1454818932919","2.7951243724901","5.37938305149573","1.16771404904997","0.775283358826592","1.52511230684667"
"Eastern Europe","2","Romania","2009","1","4.87804301727044","3.53667214316308","6.04423244745725","1.35081852600401","0.967655039653269","1.68403867127161"
"Eastern Europe","2","Romania","2012","1","7.83701740770824","5.67782238168681","9.71650708749503","2.19389678607964","1.57452418509196","2.7317922080289"
"Eastern Europe","2","Romania","2015","1","6.46827877270957","4.65349976350673","8.09525005116419","1.73796705958858","1.23823763099171","2.18565651242968"
"Eastern Europe","2","Romania","2018","NaN","NaN",NA,NA,"NaN",NA,NA
"Eastern Europe","2","Romania","period1","0","2.44329704062766","1.18887858815861","3.54104767378996","0.707966187074092","0.341402617637359","1.02992616948569"
"Eastern Europe","2","Romania","period2","1","5.83220527274504","4.20285056493197","7.23643111766136","1.61259910518055","1.15373624918891","2.01087953840207"
"Eastern Europe","2","Serbia","1991","NaN","NaN",NA,NA,"NaN",NA,NA
"Eastern Europe","2","Serbia","1994","NaN","NaN",NA,NA,"NaN",NA,NA
"Eastern Europe","2","Serbia","1997","0","2.92838333147806","1.30163112653398","4.34438292181726","0.575751368776888","0.255914550082583","0.854151977591243"
"Eastern Europe","2","Serbia","2000","0","6.25306701070358","3.82675467350245","8.40783940784976","1.14357867092486","0.699847773258875","1.53764957242904"
"Eastern Europe","2","Serbia","2003","0","4.07638662401203","2.69962408192676","5.32362267038975","0.721781412581049","0.478006298964139","0.94262204385819"
"Eastern Europe","2","Serbia","2006","0","5.27148934316531","3.71735881888238","6.72033226473595","0.903061930941016","0.636822919377239","1.15126406153627"
"Eastern Europe","2","Serbia","2009","1","5.01261300715537","3.60240693073868","6.30987615285769","0.839592235741725","0.603388469190202","1.05687852201413"
"Eastern Europe","2","Serbia","2012","1","15.0952260168602","9.85188045958536","19.6320696914507","2.56266919854683","1.67252286076046","3.3328749265372"
"Eastern Europe","2","Serbia","2015","1","8.50417563640861","4.83522550291258","11.6187296384154","1.38735449210448","0.788809181349035","1.89545670804258"
"Eastern Europe","2","Serbia","2018","1","8.48891739560122","4.14499794965748","12.0831551916809","1.35858404425743","0.66337411656314","1.93381335719092"
"Eastern Europe","2","Serbia","period1","0","4.63233157733975","2.97911111982702","6.13264354579161","0.836043345805953","0.53448007636974","1.10962589184662"
"Eastern Europe","2","Serbia","period2","1","9.27523301400636","5.69904420937417","12.3246262489738","1.53704999266262","0.944718743273683","2.03980218213001"
"Southern Europe","3","Spain","1991","0","6.67874631596762","5.44401591663289","7.67729651511888","2.62825546826352","2.17329515270829","2.9944246662431"
"Southern Europe","3","Spain","1994","0","6.6995502199962","5.71578357034088","7.51216783987312","2.49896591667493","2.14308844646281","2.79001836581684"
"Southern Europe","3","Spain","1997","0","2.89504093923411","2.40123414181638","3.34598001593251","1.08446748663269","0.911174302329765","1.24418355282396"
"Southern Europe","3","Spain","2000","0","3.76460677468225","3.1875564061694","4.28418986576399","1.41697938228188","1.21157314631458","1.60159697326293"
"Southern Europe","3","Spain","2003","0","8.21777457196469","7.0837716513433","9.26287071262651","2.75367426557683","2.38750112396366","3.09314749216224"
"Southern Europe","3","Spain","2006","1","4.64824660822233","3.93726559696073","5.30478548446324","1.58579091270548","1.35343386221595","1.80029968057031"
"Southern Europe","3","Spain","2009","1","4.05294200209581","3.25764396123544","4.75257630638187","1.41526220832191","1.14589254201185","1.65250499078831"
"Southern Europe","3","Spain","2012","1","3.56950420594901","2.55240193874662","4.48802986044877","1.17693858679952","0.854981815001676","1.46943191834783"
"Southern Europe","3","Spain","2015","NaN","NaN",NA,NA,"NaN",NA,NA
"Southern Europe","3","Spain","2018","NaN","NaN",NA,NA,"NaN",NA,NA
"Southern Europe","3","Spain","period1","0","5.65114376436897","4.83321379512906","6.3745249719827","2.07646850388597","1.78945234891258","2.33145973505764"
"Southern Europe","3","Spain","period2","1","4.09023093875572","3.27816647436009","4.81817645380489","1.39266390260897","1.12570565191029","1.63149655705237"
"Northern Europe","1","Sweden","1991","0","-1.14397474291513","-6.00519647679234","2.54412377978079","-0.320640395211832","-1.35508968828017","0.471332551611131"
"Northern Europe","1","Sweden","1994","0","0.0920633588507327","-3.88555338440002","3.48534969685299","-0.0585532768515316","-0.884423873763558","0.64257175210629"
"Northern Europe","1","Sweden","1997","0","-0.174626332410228","-3.32457123755203","2.39625941725691","-0.0707618265967494","-0.7929526824598","0.503595063182583"
"Northern Europe","1","Sweden","2000","0","0.276318076001468","-1.9050105421065","2.08532786170556","0.0604058200289783","-0.42692726761538","0.464825369680449"
"Northern Europe","1","Sweden","2003","0","1.48471044660488","-1.41606108408033","3.94758643905312","0.332314954003416","-0.315951625777621","0.873950898028384"
"Northern Europe","1","Sweden","2006","0","1.83841200172703","-0.847250050510573","4.05102614196124","0.39826417402911","-0.149586424749282","0.847783163812378"
"Northern Europe","1","Sweden","2009","0","2.08885418570201","-0.456452826885489","4.17224095965185","0.493177132552305","-0.0555836807538939","0.94085192737669"
"Northern Europe","1","Sweden","2012","0","1.05000096189058","-0.809091490095754","2.52183105181763","0.280140885166945","-0.0985963454836563","0.581031473368072"
"Northern Europe","1","Sweden","2015","1","2.6395856339871","-0.64243370469662","5.4503367184233","0.658899165330169","-0.0162382576880666","1.23338795378857"
"Northern Europe","1","Sweden","2018","NaN","NaN",NA,NA,"NaN",NA,NA
"Northern Europe","1","Sweden","period1","0","0.688969744431417","-1.89574813616744","2.81156399193662","0.13929343339008","-0.42076715128295","0.599676408361664"
"Northern Europe","1","Sweden","period2","1","2.6395856339871","-0.64243370469662","5.4503367184233","0.658899165330169","-0.0162382576880666","1.23338795378857"
"Western Europe","2","Switzerland","1991","NaN","NaN",NA,NA,"NaN",NA,NA
"Western Europe","2","Switzerland","1994","NaN","NaN",NA,NA,"NaN",NA,NA
"Western Europe","2","Switzerland","1997","0","2.59333335982141","1.64030426896942","3.43081843752201","0.577283742273877","0.368583007947233","0.760984470983501"
"Western Europe","2","Switzerland","2000","0","2.18482296186873","1.3773472655049","2.96880763593258","0.527065655632354","0.339965225373962","0.710641214452388"
"Western Europe","2","Switzerland","2003","0","8.45410416272479","6.24006482694301","10.6364761389593","1.86665941621639","1.3950292238563","2.3317705340323"
"Western Europe","2","Switzerland","2006","1","4.66267947866131","3.46344979930447","5.89091254167838","1.11928239040705","0.84187305619339","1.40649830592688"
"Western Europe","2","Switzerland","2009","1","2.76356053994729","1.75189827270508","3.79353226314854","0.720274036186949","0.472960619765166","0.97323345162724"
"Western Europe","2","Switzerland","2012","1","3.10333808853177","1.6600243320751","4.50906068418541","0.793097557414665","0.472709172551014","1.10716722077525"
"Western Europe","2","Switzerland","2015","NaN","NaN",NA,NA,"NaN",NA,NA
"Western Europe","2","Switzerland","2018","NaN","NaN",NA,NA,"NaN",NA,NA
"Western Europe","2","Switzerland","period1","0","4.41075349480497","3.15420016480157","5.67837710812526","0.990336271374209","0.714755206266077","1.26758266249863"
"Western Europe","2","Switzerland","period2","1","3.50985936904679","2.30508447473494","4.65997259766075","0.877551328002888","0.599795630088539","1.14422015963283"
"Northern Europe","3","UK","1991","0","-0.348232516167954","-2.09693753444839","0.982186815702325","-0.10985424057104","-0.591368819126815","0.257936185398919"
"Northern Europe","3","UK","1994","0","-0.225578372558707","-2.98254288796484","2.14179728683813","-0.0769300546725247","-0.832745439616668","0.572398513234183"
"Northern Europe","3","UK","1997","0","0.474116624808648","-1.56361719934698","2.17868789047762","0.114896974267793","-0.452694279795898","0.59554262014802"
"Northern Europe","3","UK","2000","0","0.86412228428478","-0.854888690819433","2.33697917795146","0.23214493227638","-0.28551291770758","0.675270786544543"
"Northern Europe","3","UK","2003","0","1.20216948806866","-0.119920708196079","2.32303172743209","0.352311683090826","-0.0573131470749444","0.69864617617049"
"Northern Europe","3","UK","2006","1","1.88704156079418","0.447204871229311","3.10705249499354","0.618033483202618","0.123370160985767","1.03646480241671"
"Northern Europe","3","UK","2009","1","0.917347533066639","0.300183199154119","1.41648257555069","0.326812571190461","0.111044487255828","0.501936320641124"
"Northern Europe","3","UK","2012","1","1.80684925866867","0.617308961875286","2.79652090372678","0.641703700434583","0.199366979265251","1.01007582135566"
"Northern Europe","3","UK","2015","1","2.17286178468617","1.03742112329405","3.1332069943267","0.738202624028635","0.33426135246331","1.07665407847927"
"Northern Europe","3","UK","2018","1","3.47197048897767","1.47236731604123","5.18931022343458","1.2154750177097","0.495007309859187","1.83233746035044"
"Northern Europe","3","UK","period1","0","0.393319501687086","-1.4942336146319","1.94921953918669","0.102513858878287","-0.439730056893752","0.547969220944336"
"Northern Europe","3","UK","period2","1","2.05121412523867","0.811924544965832","3.07987322366759","0.7080454793132","0.264277207471896","1.07159061734876"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
