"city","cityname","countryname","Region","pop","gdp","lat","long","kgclzone","MeanST","IQR","Range","hwscore","hwclass","coef1","coef2","coef3","coef4","vcov1","vcov2","vcov3","vcov4","vcov5","vcov6","vcov7","vcov8","vcov9","vcov10"
"nice.fra0017","Nice","France","Western Europe",330493,22416,"43.7","7.25","Csb","21.9","4.5","19.9",30,3,0.0902575084650603,0.120611617716253,0.199131374837386,1.13319681922116,0.0885138622746773,0.0657230519557385,0.0786163143337532,0.0605248605072647,0.0577636826218955,0.0621044411568231,0.0568258673719171,0.0799212891888618,0.0525087913811962,0.121478095565917
"nncy.fra0017","Nancy","France","Western Europe",644595,22416,"48.68","6.2","Cfb","17.6","5.4","23.3",30,3,0.270644166132444,0.263270734905365,0.196965274508163,1.25467882436401,0.102275861782464,0.0640063038458131,0.0912576057748014,0.0650223307006107,0.0501990803625324,0.0581666898436966,0.0519039265245309,0.0929689705680568,0.0521933324294147,0.0970962680318523
"nnts.fra0017","Nantes","France","Western Europe",435029,22416,"47.22","-1.55","Cfb","17.9","4.4","23.4",30,3,-0.109079491322638,-0.0883023268920645,-0.0554550358359989,1.43166194371297,0.0757867031493524,0.0494111999238514,0.0717926198156619,0.0415102863317676,0.0400827780729597,0.0461569577157282,0.0396357439434005,0.0797565885796153,0.0231771971636311,0.120226672061755
"orln.fra0017","Orleans","France","Western Europe",270000,22416,"47.9","1.91","Cfb","17.4","4.8","24.1",30,3,-0.117858372767666,0.129381828453364,0.0578580896454789,1.72301954613031,0.261365856554722,0.175268402163368,0.236344184985018,0.179681371288073,0.137060285475853,0.161499713383291,0.140827099781126,0.233569208745292,0.15534115537919,0.200013082510371
"pars.fra0017","Paris","France","Western Europe",6773109,22416,"48.87","2.33","Cfb","18.6","4.9","25.8",30,3,-0.247837538307233,-0.0459452766829285,-0.368052066937654,2.60781103175723,0.0137302087548342,0.00960877211578042,0.012776838176281,0.00941514541006087,0.00768069863867379,0.00893675795532003,0.00780756666322882,0.0130512539332145,0.00782643318622881,0.0124280722852753
"rnns.fra0017","Rennes","France","Western Europe",252601,22416,"48.08","-1.68","Cfb","17.3","4.3","24.8",30,3,0.370164009386986,0.45052509773354,0.289540602407536,1.85113345428214,0.243062724619744,0.162376139920978,0.233037071339041,0.119910324979098,0.131240758962137,0.153146088883317,0.122370885649116,0.261495111363063,0.0511442699387883,0.487604107544743
"roun.fra0017","Rouen","France","Western Europe",449034,22416,"49.43","1.08","Cfb","16.2","4.4","23.3",30,3,-0.330644776568957,-0.0907295321200685,-0.251690251131371,1.41694110460332,0.0846285005343858,0.0549979536109369,0.0800047907957143,0.0480879839592915,0.0438498617284801,0.0508598862385838,0.0448472759948451,0.0894987230573027,0.0249183285420986,0.131443620404737
"strs.fra0017","Strasbourg","France","Western Europe",451202,22416,"48.58","7.75","Cfb","18.3","5.4","21.8",30,3,0.0193282165462404,-0.0128652311945157,-0.0514727992555325,0.919992430945839,0.0746037538401456,0.0451695398590754,0.0671730614976016,0.0434446881452965,0.035054875441364,0.0409824427211211,0.0352807904657951,0.0688296980642821,0.0325710485324827,0.075553554966263
"tols.fra0017","Toulouse","France","Western Europe",825232,22416,"43.6","1.43","Cfb","20.2","5.4","26",30,3,-0.126182435662132,-0.00869472174587577,-0.0807421145089702,0.956882439699591,0.128632204424008,0.0945972932929,0.115767233707065,0.091549022482236,0.0773350112975801,0.0869409515922804,0.0766099950475448,0.111547446650367,0.0798262693105487,0.109311739754204
"tors.fra0017","Tours","France","Western Europe",289493,22416,"47.39","0.69","Cfb","18.1","4.9","24.2",30,3,-0.549122623302267,-0.231737042595082,-0.353023631706766,1.58848500108069,0.175604128643467,0.11418065500879,0.161662587261931,0.11209984727866,0.0911702562081624,0.106552342827639,0.092100837733494,0.168676494594512,0.0908723270864472,0.168618513429112
"brln.ger9320","Berlin","Germany","Western Europe",3520031,23694,"52.5186925","13.3996024","Cfb","17.6","5.7","25.3",25,3,-0.0315005934023651,-0.00693163596114833,0.080838881177472,1.05594622037583,0.0073939312997215,0.00503599717185866,0.00680586833128357,0.00476746522376532,0.00396637842782316,0.00465154700220977,0.00404282255982317,0.00691267013862213,0.00368377925550889,0.00770296943286484
"brmn.ger9320","Bremen","Germany","Western Europe",557464,23694,"53.0758196","8.8071646","Cfb","16.1","5.2","24.8",25,3,-0.209660592332399,-0.0840672933908407,-0.112627897913947,0.799979567770698,0.0317920015123622,0.021028049569507,0.03124432610603,0.0106146294071936,0.0168269918312108,0.0201163010565488,0.014294906598543,0.0356209754223826,-0.00219192287819386,0.0793952654939783
"drsd.ger9320","Dresden","Germany","Western Europe",1060582,23694,"51.0493286","13.7381437","Cfb","16.9","6","26.6",25,3,-0.0974030541699053,-0.0827721923939641,-0.00792467463647046,0.956514064591875,0.0504265703326036,0.033101396801616,0.046840636737021,0.0283926846745477,0.0250859939412844,0.0303930510535496,0.0247064975483653,0.048464974180756,0.0183662950243157,0.0620442978749039
"drtm.ger9320","Dortmund","Germany","Western Europe",586181,23694,"51.5142273","7.4652789","Cfb","16.5","5.2","26",25,3,0.0649630672250879,0.0920888662329337,0.274557727392826,1.30162341682523,0.0469998080631995,0.0331327740505987,0.0446689826480585,0.0262577070197053,0.0263420978471026,0.0312343368959447,0.0241390765501072,0.0469669372550047,0.0163839632890029,0.0668268019330795
"duis.ger9320","Duisburg","Germany","Western Europe",543825,23694,"51.434408","6.762329","Cfb","16.5","5.2","26",25,3,0.0581107156222349,-0.0051258011734894,0.356321395396662,0.993581667463109,0.0522497281381395,0.0368171653469343,0.049706234279642,0.0290066647335524,0.0292753009639834,0.0347312906795444,0.0267547929371358,0.05235551425214,0.0179426548769424,0.0748211055607244
"dssl.ger9320","Dusseldorf","Germany","Western Europe",491231,23694,"51.2254018","6.7763137","Cfb","17.1","5.3","25.7",25,3,-0.177836952340853,-0.0725885295018702,0.109082593269967,0.931833872991244,0.0341954343284787,0.0232922064535291,0.0329556232938401,0.0167121298641676,0.0184043521019811,0.0220574761367571,0.0165852487509399,0.0362076330626927,0.00714000330139831,0.059478560443725
"frnk.ger9320","Frankfurt","Germany","Western Europe",612178,23694,"50.1106444","8.6820917","Cfb","18","5.7","26",25,3,0.299356314087204,0.196348699685483,0.410375697886376,1.53141609120693,0.0315525099012721,0.0209146441441697,0.030312677797682,0.0153500263570025,0.0163824287109099,0.0199027521540772,0.0147013591656833,0.032839289372659,0.0087700862556306,0.0462063215549067
"hmbr.ger9320","Hamburg","Germany","Western Europe",732688,23694,"53.550341","10.000654","Cfb","16.1","5","23.6",25,3,0.20695959073119,0.111062249178788,0.293332315097112,0.726975526809427,0.0107416022140437,0.00730309061449371,0.0101004637879697,0.00571731574061705,0.00593544982770369,0.00684140893016488,0.00567862666687908,0.0109111813045208,0.00277103092728874,0.0181932624527583
"hnnv.ger9320","Hannover","Germany","Western Europe",1787408,23694,"52.3744779","9.7385532","Cfb","16.4","5.3","24.1",25,3,0.113179969472061,0.0368897167813568,0.285776878104303,0.42831135578454,0.0174337795049421,0.011262511798774,0.016704518808404,0.00822517213478411,0.00877454846012811,0.0106521801334128,0.00796201620609137,0.0181942975047788,0.00395757685425006,0.0255717770587573
"koln.ger9320","Koeln","Germany","Western Europe",1144481,23694,"50.938361","6.959974","Cfb","16.8","5.3","26",25,3,-0.131576713893956,-0.0726661461912397,0.167126470514543,1.20104280445991,0.0238692361596615,0.0159060460067906,0.0230957806164992,0.00993978760153483,0.012328902187873,0.0150888311737298,0.0104151792452105,0.0255111905866921,0.00247638012108937,0.0471629692919752
"lpzg.ger9320","Leipzig","Germany","Western Europe",560472,23694,"51.3406321","12.3747329","Cfb","17.1","5.7","24.7",25,3,0.0217043809568297,0.100980762177399,0.201221122609269,0.833475501285078,0.0409704963313446,0.0274859608102822,0.0379543051968988,0.024782357915559,0.0213662974344245,0.0255706731467449,0.0211208620367801,0.0388666609710959,0.0180868885792242,0.0452230772734067
"mnch.ger9320","Muenchen","Germany","Western Europe",1450381,23694,"48.1371079","11.5753822","Cfb","17.1","6.2","26.2",25,3,0.0736273991426427,0.109898814058049,0.19689633253692,0.571857010140662,0.0222977076892913,0.0146638546692054,0.0203032041489289,0.0120487984701489,0.0110766071430675,0.0133243477080194,0.0102449567391917,0.0202808858374746,0.00827460516816392,0.0242610485440504
"nurn.ger9320","Nuremberg","Germany","Western Europe",509975,23694,"49.452102","11.076665","Cfb","16.9","5.9","26.1",25,3,0.000894970053156252,0.108397621914643,0.209263314927187,0.895837721845586,0.0453582582078581,0.0300664059698239,0.0434325072921065,0.0207334998647731,0.022896721791343,0.0284888342455331,0.0193365713228097,0.0461546814093722,0.0117378666825673,0.0578783719285213
"sttt.ger9320","Stuttgart","Germany","Western Europe",623738,23694,"48.7784485","9.1800132","Cfb","17.6","6","25.1",25,3,-0.220504114638868,-0.170236848087737,0.0736256520147153,0.56862908019211,0.034704886156121,0.0223085645715691,0.0317349258836622,0.0211847270469982,0.0171991883037372,0.0204409188923544,0.0170805407971825,0.0325632504447503,0.0162149713483526,0.0345775939377109
"blgn.ita8715","Bologna","Italy","Southern Europe",385190,20137,"44.4938203","11.3426327","Cfa","22.5","6.3","29.5",22,3,-0.250646750195324,-0.0221939533850582,0.333219260736573,1.19036719274155,0.388711712149474,0.304992448667165,0.343401312923835,0.278850984649234,0.249575246711861,0.273258680046393,0.237110248357212,0.311900369326288,0.238389859553855,0.32730808077593
"cglr.ita8715","Cagliari","Italy","Southern Europe",151959,20137,"39.2169525","9.1128513","Csa","23","5","19",22,3,-0.0332588690974208,0.0612318930292595,0.476038860371633,1.05331867011468,0.262447195625109,0.168602044693831,0.227948413189839,0.124867552177444,0.137760348991621,0.155392497308902,0.129009892203439,0.239479295420224,0.0714872308589011,0.654060186200143
"flrn.ita8715","Florence","Italy","Southern Europe",376841,20137,"43.7698712","11.2555757","Cfb","22.5","5.9","24.9",22,3,-0.209214711950571,-0.0627614490503546,0.656064498064289,-0.13309971697053,0.109023846997185,0.0726385071636335,0.0960177865605207,0.0477550755529216,0.0593683088206822,0.0662062383713127,0.0572048790688393,0.0984775760201761,0.0114140678786194,0.533550183416317
"geno.ita8715","Genoa","Italy","Southern Europe",584649,20137,"44.40726","8.9338624","Csb","22.2","4.4","21.8",22,3,-0.28478769668329,-0.257577250530088,-0.0394462454032709,0.815782947545966,0.079704151554075,0.059886605350403,0.0719804197510897,0.0414417179195166,0.051265158683152,0.0563760933088688,0.045597084166079,0.0742250764528748,0.0224930177820684,0.247983667320783
"miln.ita8715","Milan","Italy","Southern Europe",1339812,20137,"45.4641943","9.1896346","Cfa","22.2","5.8","23.4",22,3,-0.375401667592453,-0.12243674798899,-0.00280817198703753,1.67789285536663,0.0430357633231912,0.0281604810589656,0.0369389165282207,0.024616261921041,0.0231691824975594,0.025613834977778,0.022710659525409,0.0357605285671337,0.0184823436672118,0.0641730570508937
"plrm.ita8715","Palermo","Italy","Southern Europe",661091,20137,"38.1112268","13.3524434","Csa","24.2","5","26.5",22,3,0.160053910972218,0.219760884025448,0.72346430013456,2.38265182089845,0.0605443091399529,0.0400585513142262,0.055944880791553,0.0293104413414819,0.0328825519618862,0.0372772673048892,0.0285105601727288,0.0662593937246636,-0.0047812383046514,0.331890853397322
"rome.ita8715","Rome","Italy","Southern Europe",2776835,20137,"41.8933203","12.4829321","Csa","22.1","5.5","24.3",22,3,-0.108157749072287,-0.00893656178050192,0.465355805192222,0.504926684468998,0.0235811380246623,0.0177167932611092,0.020901273097061,0.0130732887077071,0.0146138806916163,0.0162160739253584,0.012481085735343,0.0199556944510469,0.00930157807856815,0.0452610088392908
"bari.ita8715","Bari","Italy","Southern Europe",318031,20137,"41.1257843","16.8620293","Cfb","22.8","5.5","23.3",22,3,0.380041956918179,0.395645570383445,0.810604108935625,2.59446937824698,0.114840091065598,0.0696009566845496,0.0999970765291529,0.0590516129798371,0.0547442466319745,0.0607260762237076,0.0583251687696659,0.10836462801534,0.0156527343335392,0.298670803110827
"vtrb.ita8715","Viterbo","Italy","Southern Europe",65244,20137,"42.4168441","12.1051148","Csa","21.6","6.3","24.6",22,3,0.465424345134948,0.535800083155713,0.954724740186715,1.81524398896619,0.545069266929971,0.376961432729318,0.467079739699976,0.324440235750712,0.310936089151551,0.341045942058274,0.303074952389061,0.461877548144229,0.220176041703728,1.045590992295
"amst.net9516c","Amsterdam","Netherlands","Western Europe",822000,26214,"52.3727598","4.8936041","Cfb","16.1","4.3","20.8",15,2,0.373636362190028,0.310762242259506,0.506947628735699,1.07234453813722,0.0480571322605218,0.0324150859864393,0.0437227685913858,0.0286798156699072,0.0260060846049842,0.0293343812020791,0.02643198262621,0.0460210419834306,0.0164453398619767,0.0656910124770021
"dnhg.net9516c","Den Haag","Netherlands","Western Europe",515000,26214,"52.0799838","4.3113461","Cfb","15.8","4.1","20.5",15,2,0.0336031497891382,0.138227332370607,0.199694787005337,0.766947816135748,0.0586642910003347,0.038543634283875,0.0540159908524369,0.0295406547423242,0.0313961946296573,0.0351422182591813,0.0314523672335207,0.060109764322664,0.00865107574336362,0.109194644418689
"endh.net9516c","Eindhoven","Netherlands","Western Europe",223000,26214,"51.4392648","5.478633","Cfb","16.5","4.7","23",15,2,0.0602544996083493,0.0925064321474242,0.363473872652034,0.766568575652986,0.153616407403127,0.102133459141642,0.144865123572432,0.0848569932277952,0.0801085074578035,0.0942965863423583,0.0789517051485429,0.15524334222682,0.044662229423804,0.233563216709364
"rttr.net9516c","Rotterdam","Netherlands","Western Europe",624000,26214,"51.9244424","4.47775","Cfb","16.1","4.3","21.4",15,2,-0.0924668802395528,0.02768928485812,0.0129941273881814,0.863348918618037,0.047811070710172,0.0315380987950708,0.0444676535116163,0.0244839200354019,0.025111433486716,0.0289139010192427,0.0243669857624307,0.0489520636028391,0.00844509095495355,0.0861393386437461
"utrc.net9516c","Utrecht","Netherlands","Western Europe",334000,26214,"52.0907006","5.1215634","Cfb","16.1","4.4","21.3",15,2,0.751254667074777,0.390884124372584,0.938978750172711,0.646194763763745,0.133812812554215,0.0889491334058703,0.123722958631949,0.0768813815066103,0.0706327094801737,0.0811682935917426,0.0708489778895754,0.132359706416054,0.0397900000001554,0.20674643615827
"wars.pol9120","Warsaw","Poland","Eastern Europe",1735442,4501,"52.196217","21.178225","Cfb","16.9","5.7","25.9",10,1,-0.278367158983416,-0.212069296347008,-0.109056295152133,0.401697435939722,0.0175806026866256,0.0121180106083836,0.0162200863445142,0.0103765974981449,0.00957852525150518,0.0112714336189302,0.009241937213676,0.0163431585569353,0.00780771758375784,0.019476427933449
"krak.pol9120","Krakow","Poland","Eastern Europe",761873,4501,"50.049683","19.944544","Cfb","16.7","5.7","23.5",10,1,-0.227994038476245,-0.194357568082201,-0.0758885988220552,0.257987506657391,0.0291894277961601,0.0183371384996497,0.0269290454762684,0.0136558761358207,0.014113824453063,0.0169155239380197,0.0133716041693803,0.0286984311968914,0.0059027783363766,0.0465253257760088
"lodz.pol9120","Lodz","Poland","Eastern Europe",706004,4501,"51.759445","19.457216","Cfb","16.5","5.9","26.4",10,1,-0.0943993347644289,0.0489743444571934,0.00741555788835968,0.896368750176387,0.0381371621297462,0.0269648363534438,0.0349702696238261,0.0254253158420073,0.0212755828842117,0.0248862242484324,0.0211008648603205,0.0343591827821758,0.0212781904909145,0.032594013122797
"wroc.pol9120","Wroclaw","Poland","Eastern Europe",634448,4501,"51.107885","17.038538","Cfb","17.1","5.6","26.4",10,1,-0.119576442149027,-0.132066149291791,-0.108166425520407,0.626731622010956,0.0811527967737485,0.0589092967535682,0.0753238778534314,0.0509136788571432,0.0465747184701499,0.0549982141904,0.043714747446275,0.0743311361996608,0.0415255794470251,0.0740747854598468
"pozn.pol9120","Poznan","Poland","Eastern Europe",545680,4501,"52.409538","16.931992","Cfb","16.9","5.8","26.1",10,1,0.342636331366923,0.207528855160709,0.295251014688304,1.64106150363764,0.0611422459113469,0.042228253954385,0.0573620026816765,0.0336533221121689,0.0331585430249262,0.0394830380657546,0.0315485983576868,0.0586267974365567,0.023012129327446,0.0783848199202832
"beja.por8018","Beja","Portugal","Southern Europe",146748,11524,"38.0154479","-7.8650368","Csa","22","5.3","27.3",31,3,-0.186663972386642,-0.0549321871085402,0.299684053527507,1.7419370702961,0.0750814628656471,0.052528471134023,0.0673255789696184,0.0475963721033145,0.0440992463926267,0.0483111279134498,0.0434079743095604,0.0696637826533891,0.031144704148494,0.120030813973893
"cmbr.por8018","Coimbra","Portugal","Southern Europe",417741,11524,"40.2111931","-8.4294632","Csb","19.4","3.6","23.7",31,3,-0.424481127084481,-0.159280114049311,-0.0669370091180694,0.770434481810189,0.0432223189827692,0.0312076637839346,0.0386974118437057,0.0299415524563626,0.0268401778757375,0.0274298447398575,0.029086712140877,0.0421227681917449,0.0137694916941561,0.0791398136051384
"faro.por8018","Faro","Portugal","Southern Europe",451679,11524,"37.0162727","-7.9351771","Csa","22.4","4.2","24.5",31,3,0.294465885954065,0.397316076380024,1.28516159014749,2.12424046015845,0.0444505610794242,0.0322559722996636,0.0415819756606488,0.0234947999078265,0.0274088889753816,0.0303703762070945,0.0234288077913542,0.0462247015258149,0.0100582314912253,0.184078577907754
"lisb.por8018","Lisboa","Portugal","Southern Europe",2249708,11524,"38.7077507","-9.1365919","Csa","21.4","3.7","24.2",31,3,-0.0477554781347879,0.0878411238938235,0.304998128073877,1.96194216897696,0.0109128254932433,0.00788278087441018,0.00998303486857876,0.00667665878497416,0.00683827600018846,0.00723408090788299,0.00687908903965331,0.0111265992354099,0.00154448251528836,0.0321753208762174
"port.por8018","Porto","Portugal","Southern Europe",1789527,11524,"41.1494512","-8.6107884","Csb","18.6","3.2","21.6",31,3,-0.16191693921183,-0.233615717479262,0.0953034460238321,1.0527355478249,0.0183735660989653,0.0132396573678789,0.0168361902943784,0.0116664170936524,0.0112029296536134,0.0117827009522583,0.0116416608929113,0.0184139192583301,0.0050860582679872,0.0317774888259041
"bchr.rom9416","Bucharest","Romania","Eastern Europe",2110878,1659,"44.4361414","26.1027202","Cfa","20","5.7","25.1",15,2,-0.15806812635447,-0.118029979820983,0.240437818134059,0.848444261152336,0.0161638713934861,0.0107000258151571,0.0140689679971149,0.00921841947604457,0.00843981209968184,0.00974263399927836,0.00786315097744299,0.0136632783962568,0.00699206304295794,0.0232082073105976
"brsv.rom9416","Brasov","Romania","Eastern Europe",291363,1659,"45.6523093","25.6102746","Dfb","16.6","5.2","25",15,2,0.633498128423217,0.234802813601275,0.740615153586086,-0.000461883910747862,0.111245845568061,0.0709718114613418,0.0982218990520069,0.0454875180472327,0.0534450636940371,0.0635645979416926,0.0455648030876192,0.0996785802701652,0.00585252793404576,0.451124720990998
"clnp.rom9416","Cluj-Napoca","Romania","Eastern Europe",321000,1659,"46.769379","23.5899542","Dfb","17.5","5.3","22.7",15,2,0.0990772378522358,-0.0297141736292076,0.391369608781353,0.0767548592567338,0.0894558346525924,0.0533616264615664,0.0754758653097783,0.0502546918489279,0.0384084498934832,0.0458216403560582,0.0387971732894206,0.0726040629351675,0.0312384095632791,0.114603893128695
"cnst.rom9416","Constanta","Romania","Eastern Europe",319266,1659,"44.1767161","28.6507598","Cfa","20.9","5.4","24.7",15,2,0.271325539064006,0.256814615058436,0.67713920964686,0.663248126603099,0.128461568565582,0.094246813592861,0.111199724618221,0.0744387714776396,0.0782766877297106,0.0855061536458147,0.070334044938769,0.108988444498665,0.0511149978720929,0.220875672801674
"crav.rom9416","Craiova","Romania","Eastern Europe",307193,1659,"44.3190159","23.7965614","Cfa","20.4","5.9","25.4",15,2,0.584681617442094,0.487289494761792,0.897725699738331,0.880914397059611,0.17455944317874,0.115931917085612,0.149987596638099,0.11537019529224,0.0861683506979411,0.101963925869101,0.0867069508504893,0.138030757382958,0.094031705323611,0.152458115695493
"galt.rom9416","Galati","Romania","Eastern Europe",306046,1659,"45.4338215","28.0549395","Cfa","20.8","5.9","26.7",15,2,0.32184157667918,0.305594894119798,0.401838615569745,1.70252658658205,0.157495438160352,0.110377006668486,0.138204081124768,0.098772695585115,0.0874194305060805,0.0996754323335763,0.0822343834391887,0.132805919951207,0.0755677377016004,0.187132431068324
"iasi.rom9416","Iasi","Romania","Eastern Europe",357867,1659,"47.1615341","27.5836142","Dfb","19.5","5.9","25.5",15,2,-0.0989971686968036,0.105031925897397,0.0858696002343351,0.789378277264734,0.105474059484673,0.0711267198439742,0.0952153057463784,0.0631276484247417,0.057395914503963,0.06513379765135,0.055442982469231,0.0971225613070175,0.0448724831127522,0.152837193174983
"tmsr.rom9416","Timisoara","Romania","Eastern Europe",333825,1659,"45.7538355","21.2257474","Cfb","19.8","5.7","21.9",15,2,-0.319128385973633,-0.298767025290243,0.16353234427018,0.352707206224211,0.0526811123777623,0.0268940195125667,0.0430507723603942,0.0269515521840561,0.0191246437254745,0.0225518460187851,0.0200225313388727,0.042765289763624,0.0139862118770175,0.0669247775761657
"blgr.srb9521","Belgrade","Serbia","Eastern Europe",1369000,914,"44.787","20.457","Cfa","21.2","6.2","26.3",17,2,-0.263064618982485,-0.158137798825369,0.0658904748206708,0.390951457417478,0.0115877208764456,0.00680759348285385,0.010060604633154,0.00644640345459435,0.00491149710072508,0.00592053140715734,0.00504016757966657,0.00995985206676675,0.00384787854358185,0.0162617655883742
"acrn.spa9014","A Coruna","Spain","Southern Europe",244000,14749,"43.3709703","-8.3959425","Csb","18.2","3.1","19.5",29,3,0.0819136453936454,0.114470369850361,-0.0323693745503693,2.26109829845372,0.165090197237209,0.110858295466461,0.153518102749917,0.0667929830990694,0.0880868977264605,0.102443726251503,0.0734677137118822,0.178579802157478,-0.0364670588115731,0.749778368037247
"bilb.spa9014","Bilbao","Spain","Southern Europe",345000,14749,"43.2630018","-2.9350039","Cfb","19.1","4.4","23.8",29,3,-0.331360101894598,-0.13309022271511,0.0702602680237049,0.713788806258535,0.091416976685158,0.061598054388514,0.0879990688721131,0.0381484676443343,0.0484664553515051,0.0584096885268764,0.0409323792803184,0.0996253399893528,0.00208541998665166,0.245842361001238
"brcl.spa9014","Barcelona","Spain","Southern Europe",1605000,14749,"41.3828939","2.1774322","Csa","21.7","5.1","22.1",29,3,-0.350694326953095,-0.0534521461063753,0.0235413051136736,1.64589382209967,0.0417874643591849,0.0337230257371327,0.0370035947528559,0.032278079677344,0.0295958820772522,0.0311925180474996,0.0292118469394707,0.0357256270581954,0.0282170840842648,0.0521794323346773
